timestamp,signal,reason,rf_signal,xgb_signal,lgb_signal,confidence,atr,ema_trend,price_momentum
2026-02-23T11:33:08.808234+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.2%,514.1,,
2026-02-23T11:34:09.040026+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.2%,514.1,,
2026-02-23T11:35:09.241344+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.2%,514.1,,
2026-02-23T11:36:09.414224+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.2%,514.1,,
2026-02-23T11:37:09.601438+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.2%,514.1,,
2026-02-23T11:38:09.764197+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.2%,514.1,,
2026-02-23T11:39:09.942101+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.2%,514.1,,
2026-02-23T11:40:10.136593+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.2%,514.1,,
2026-02-23T11:41:10.330717+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.2%,514.1,,
2026-02-23T11:42:10.497804+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.2%,514.1,,
2026-02-23T11:43:10.689365+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.2%,514.1,,
2026-02-23T11:44:10.867891+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.2%,514.1,,
2026-02-23T11:45:11.033025+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.2%,514.1,,
2026-02-23T11:46:11.222225+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.2%,514.1,,
2026-02-23T11:47:11.402538+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.2%,514.1,,
2026-02-23T11:48:11.570741+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.2%,514.1,,
2026-02-23T11:49:11.778720+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.2%,514.1,,
2026-02-23T11:50:11.972193+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.2%,514.1,,
2026-02-23T11:51:12.151738+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.2%,514.1,,
2026-02-23T11:52:12.350505+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.2%,514.1,,
2026-02-23T11:53:12.560133+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.2%,514.1,,
2026-02-23T11:54:12.756456+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.2%,514.1,,
2026-02-23T11:55:12.950733+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.2%,514.1,,
2026-02-23T11:56:13.147691+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.2%,514.1,,
2026-02-23T11:57:13.355033+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.2%,514.1,,
2026-02-23T11:58:13.562902+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.2%,514.1,,
2026-02-23T11:59:13.772444+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.2%,514.1,,
2026-02-23T12:00:14.803839+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.2%,514.1,,
2026-02-23T12:01:14.972512+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.2%,514.1,,
2026-02-23T12:02:15.146175+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.2%,514.1,,
2026-02-23T12:03:15.330028+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.2%,514.1,,
2026-02-23T12:04:15.524761+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.2%,514.1,,
2026-02-23T12:05:15.731705+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.2%,514.1,,
2026-02-23T12:06:15.965734+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.2%,514.1,,
2026-02-23T12:07:16.235939+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.2%,514.1,,
